subject_ids,num_class,num_votes,agg_num_species,diff_species,choice,votes,propvote,propclass,med_count,min_count,max_count,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING
31428531,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0.333333333,0,1
31428532,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667
31428533,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333
31428534,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.25,1
31428535,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31428536,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428537,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428538,5,5,1,1,SQUIRRELGRAY,5,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667
31428539,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0.75,0,0,0,0,0,0.5,0
31428540,5,5,1,1,SQUIRRELGRAY,5,1,1,1,1,1,0,0,0,0.2,0,0,0,0.8
31428541,4,4,1,1,SQUIRRELGRAY,4,1,1,NA,NA,NA,0,0,0,0,0,0,0.666666667,0.333333333
31428542,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428543,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0,0,0,1
31428544,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,0.833333333
31428545,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428546,5,5,1,1,SOMETHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428547,3,3,1,2,SQUIRRELGRAY,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31428548,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428549,5,5,1,1,SQUIRRELGRAY,5,1,1,NA,NA,NA,0,0,0,0,0,0,0.5,0.5
31428550,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428551,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667
31428552,6,6,1,4,SQUIRRELGRAY,3,0.5,0.5,1,1,1,0,0,0,0,0,0,1,0
31428553,7,7,1,1,SQUIRRELGRAY,7,1,1,1,1,1,0.714285714,0,0,0.428571429,0,0,0.285714286,0
31428554,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333
31428555,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.25,0,0.5,0.5
31428556,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0.142857143,0.142857143,0.857142857,0.142857143
31428557,5,6,1,2,DEERWHITETAILED,5,0.833333333,1,1,1,1,0,0,0,0.2,0,0,0,0.8
31428558,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428559,2,2,1,1,SQUIRRELGRAY,2,1,1,1,1,1,0,0,0,1,0,0,0,0
31428560,3,3,1,2,SQUIRRELGRAY,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31428561,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428562,5,5,1,2,SOMETHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428563,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428564,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.75,0.25
31428565,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.25,0.75
31428566,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.8
31428567,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428568,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428569,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,1,0
31428570,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428571,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.25,0,0,1
31428572,9,9,1,1,DEERWHITETAILED,9,1,1,NA,NA,NA,0,0,0,0.25,0,0,0,0.875
31428573,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.4,0,0,0.4,0.6
31428574,4,4,1,1,DEERWHITETAILED,4,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31428575,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,0.75
31428576,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0,0.666666667
31428577,5,5,1,1,DEERWHITETAILED,5,1,1,4,4,4,0,0,0,0.6,0,0,0.2,0.6
31428578,2,2,1,1,SQUIRRELGRAY,2,1,1,1,1,1,0,0,0,0.5,0,0,0.5,0.5
31428579,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428580,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428581,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428582,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0.5,0,0,0.25,0,0,0.75,0
31428583,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428584,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428585,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0,0.5
31428586,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,1,0.2
31428587,4,4,1,1,DEERWHITETAILED,4,1,1,4,1,4,0,0,0,0,0,0,0.25,1
31428588,5,5,1,1,DEERWHITETAILED,5,1,1,2,1,2,0,0,0,0.2,0,0,0.6,1
31428589,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428590,5,5,1,1,DEERWHITETAILED,5,1,1,2,2,2,0,0,0,0,0,0,0,1
31428591,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428592,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428593,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0.5,0,0,0.25,0.75
31428594,7,7,1,1,NOTHINGHERE,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428595,3,3,1,1,SOMETHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428596,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428597,3,3,1,1,RACCOON,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428598,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428599,4,4,1,1,RACCOON,4,1,1,1,1,1,0,0,0,0.5,0,0,0,1
31428600,5,5,1,1,SQUIRRELGRAY,5,1,1,NA,NA,NA,0,0,0,1,0,0,0.75,0
31428601,6,6,1,2,DEERWHITETAILED,5,0.833333333,0.833333333,1,1,1,0,0,0,0.8,0,0,0.2,0.4
31428602,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0,0,0,0.5
31428603,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0,0,0,0.5,0,0.25,0,0.5
31428604,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428605,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428606,2,2,1,2,DEERWHITETAILED,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428607,3,3,1,3,SOMETHINGHERE,1,0.333333333,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428608,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667
31428609,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0.333333333,0,1,0
31428610,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428611,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428612,6,6,1,1,SQUIRRELGRAY,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,1
31428613,5,5,1,1,SQUIRRELGRAY,5,1,1,1,1,1,0,0,0,0.2,0,0,0.8,0
31428614,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0.333333333,0,0.333333333,0,0,0.333333333,0
31428615,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0,0.75,0,0.75,0,0,0.5,0
31428616,4,4,1,2,SQUIRRELGRAY,3,0.75,0.75,1,1,1,0,0.666666667,0,0.333333333,0,0,0.333333333,0.333333333
31428617,6,6,1,1,SQUIRRELGRAY,6,1,1,1,1,1,0,0,0,0.833333333,0,0,0.5,0.166666667
31428618,3,3,1,2,SQUIRRELRED,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1
31428619,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428620,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428621,2,2,1,1,FISHER,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428622,2,2,1,2,RACCOON,1,0.5,0.5,1,1,1,0,0,0,0,0,0,0,1
31428623,3,3,1,1,RACCOON,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428624,3,3,1,1,RACCOON,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428625,7,7,1,1,DEERWHITETAILED,7,1,1,NA,NA,NA,0,0,0,0.166666667,0,0,0.833333333,0.333333333
31428626,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428627,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428628,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428629,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428630,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428631,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428632,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.6,0,0,0.4,0.4
31428633,4,4,1,2,FISHER,3,0.75,0.75,1,1,1,0,0,0,0,0,0,0,1
31428634,3,3,1,1,RACCOON,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428635,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0.25,0,0,0,0.75
31428636,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31428637,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428638,4,4,1,1,COYOTE,4,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31428639,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,1,0,1,0
31428640,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428641,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428642,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428643,6,6,1,2,HUMAN,5,0.833333333,0.833333333,NA,NA,NA,0,0,0,0,0.4,0.2,0,0.4
31428644,2,2,1,2,FOXRED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428645,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428646,4,4,1,2,SOMETHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428647,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428648,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428649,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428650,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428651,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428652,3,3,1,3,FOXRED,1,0.333333333,0.333333333,1,1,1,0,0,0,0,0,0,0,1
31428653,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428654,2,2,1,1,FOXRED,2,1,1,1,1,1,0,0,0,0,0,0,0.5,1
31428655,3,3,1,3,FOXRED,1,0.333333333,0.333333333,1,1,1,0,0,0,0,0,0,0,1
31428656,5,5,1,4,SQUIRRELGRAY,2,0.4,0.4,1,1,1,0.5,0,0,0,0,0,0,0.5
31428657,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428658,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428659,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428660,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428661,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428662,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428663,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428664,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428665,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428666,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428667,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428668,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428669,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428670,7,7,1,1,NOTHINGHERE,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428671,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428672,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428673,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428674,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428675,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428676,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428677,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428678,4,4,1,2,NOTHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428679,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428680,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428681,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428682,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428683,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428684,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428685,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428686,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428687,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428688,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428689,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428690,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428691,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428692,7,7,1,2,NOTHINGHERE,6,0.857142857,0.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428693,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428694,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428695,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428696,5,5,1,2,NOTHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428697,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428698,4,5,1,3,GROUSERUFFED,3,0.6,0.75,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667
31428699,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428700,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428701,6,6,1,2,NOTHINGHERE,5,0.833333333,0.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428702,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428703,5,5,1,2,COYOTE,4,0.8,0.8,NA,NA,NA,0,0,0,0,0,0,0,1
31428704,4,4,1,1,FISHER,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428705,2,2,1,1,SOMETHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428706,5,5,1,4,FISHER,2,0.4,0.4,1,1,1,0,0,0,0,0,0,0.5,0.5
31428707,2,2,1,1,FISHER,2,1,1,1,1,1,0,0,0,0,0,0,0.5,0.5
31428708,4,4,1,1,FISHER,4,1,1,1,1,1,0,0,0,0.25,0.25,0,0.25,1
31428709,2,2,1,1,FISHER,2,1,1,NA,NA,NA,0,0,0,0,0.5,0,0,1
31428710,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,1
31428711,5,5,1,1,DEERWHITETAILED,5,1,1,2,1,2,0,0,0,0.2,0.2,0,1,0
31428712,2,2,1,1,DEERWHITETAILED,2,1,1,2,2,2,0,0,0,0,0,0,0.5,1
31428713,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0.5,0.25
31428714,4,4,1,1,FISHER,4,1,1,1,1,1,0,0,0,0,0,0.75,0.25,0
31428715,6,6,1,1,DEERWHITETAILED,6,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31428716,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.4,0,0,0,1
31428717,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428718,2,2,1,1,DEERWHITETAILED,2,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31428719,7,7,1,1,FISHER,7,1,1,1,1,1,0,0,0,0,0.142857143,0,0.285714286,0.714285714
31428720,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0.333333333,0,0.333333333,0.666666667
31428721,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0.2,0,0,0.6
31428722,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428723,4,4,1,1,COYOTE,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428724,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0.2,0,0.2,1
31428725,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31428726,6,6,1,1,FISHER,6,1,1,1,1,1,0,0,0,0,0.333333333,0.166666667,0.666666667,0
31428727,7,7,1,1,SOMETHINGHERE,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428728,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428729,2,2,1,2,FOXRED,1,0.5,0.5,1,1,1,0,0,0,1,0,0,0,1
31428730,2,2,1,1,COYOTE,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428731,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333
31428732,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428733,7,7,1,1,DEERWHITETAILED,7,1,1,2,2,2,0,0,0,0,0,0,0,1
31428734,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428735,5,6,1,2,DEERWHITETAILED,5,0.833333333,1,1,1,1,0,0,0,0,0,0,0,1
31428736,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428737,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428738,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1
31428739,5,5,1,1,FISHER,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428740,5,5,1,2,FISHER,4,0.8,0.8,1,1,1,0,0,0,0,0.25,0.25,0.5,0
31428741,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,1
31428742,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428743,6,6,1,1,COYOTE,6,1,1,NA,NA,NA,0,0,0,0,0.2,0,0,1
31428744,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.25,0,0,1
31428745,6,6,1,1,DEERWHITETAILED,6,1,1,NA,NA,NA,0,0,0,0,0,0,0,1
31428746,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428747,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428748,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0.333333333,0
31428749,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428750,2,2,1,1,DEERWHITETAILED,2,1,1,NA,NA,NA,0,0,0,0,0.5,0,0,1
31428751,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1
31428752,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31428753,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1
31428754,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428755,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.4,0,0.2,0.4,0.6
31428756,7,7,1,1,DEERWHITETAILED,7,1,1,2,1,2,0,0,0,0,0,0,0,1
31428757,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0,1
31428758,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0,0.75
31428759,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0.5,1
31428760,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.333333333,0,0,0.666666667,0.333333333
31428761,1,1,1,1,DEERWHITETAILED,1,1,1,1,1,1,0,0,0,0,0,0,0,1
31428762,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0.666666667
31428763,4,4,1,1,DEERWHITETAILED,4,1,1,2,1,2,0,0,0,0,0,0,0,1
31428764,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0.4,0,0.6,0.6
31428765,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1
31428766,4,4,1,3,NOTHINGHERE,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31428767,5,5,1,2,DEERWHITETAILED,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1
31428768,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,1
31428769,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1
31428770,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428771,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
31428772,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0.5,0,0,0,1
31428773,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0.2,0,0,0,1
31428774,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1
