subject_ids,num_class,num_votes,agg_num_species,diff_species,choice,votes.x,propvote.x,propclass.x,med_count.x,min_count.x,max_count.x,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING,classification_id,user_name,workflow_version,task_index,task,task_label,value,total_submissions,submission_index,choice.y,choice.1,Number,SnowDepth,Young,Antlers,Precipitation,behavior_CLIMBING.y,behavior_DIGGING.y,behavior_FLYING.y,behavior_FORAGINGEATING.y,behavior_INTERACTING.y,behavior_OTHER.y,behavior_SITTINGSTANDINGLYING.y,behavior_WALKINGRUNNING.y,subject_ids.1,ForestType,ForestName,Image1,Image2,Image3,Camera,SDCard,PhotoBatch,Class_Round,num_class.y,num_species,check_num_spp,num_votes.y,diff_species.y,agg_num_species.y
31428526,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1,155212585,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,2030CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428526,Pine ,DEG,15_14_DEG_000235.JPG,15_14_DEG_000236.JPG,15_14_DEG_000237.JPG,15,14,1,1,4,1,1,4,1,1
31428527,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1,155932813,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,2030CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428527,Pine ,DEG,15_14_DEG_000238.JPG,15_14_DEG_000239.JPG,15_14_DEG_000240.JPG,15,14,1,1,3,1,1,3,1,1
31428528,4,4,1,1,DEERWHITETAILED,4,1,1,2,2,2,0,0,0,0.75,0,0,0.25,1,156435561,brigidbarstow,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""YES"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,2,2030CM,YES,NO,NO,0,0,0,0,0,0,0,1,31428528,Pine ,DEG,15_14_DEG_000241.JPG,15_14_DEG_000242.JPG,15_14_DEG_000243.JPG,15,14,1,1,4,1,1,4,1,1
31428529,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.75,0,155713004,anvon15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,1,0,0,0,0,31428529,Deciduous ,BC,17_24_BC_000001.JPG,17_24_BC_000002.JPG,17_24_BC_000003.JPG,17,24,1,1,4,1,1,4,1,1
31428530,6,6,1,1,DEERWHITETAILED,6,1,1,2,2,2,0,0,0,0,0,0,0,1,153662968,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,2,NA,NO,NO,NO,0,0,0,0,0,0,0,1,31428530,Deciduous ,BC,17_24_BC_000004.JPG,17_24_BC_000005.JPG,17_24_BC_000006.JPG,17,24,1,1,6,1,1,6,1,1
31428531,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0.333333333,0,1,155713689,anvon15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,0,0,0,0,1,31428531,Deciduous ,BC,17_24_BC_000007.JPG,17_24_BC_000008.JPG,17_24_BC_000009.JPG,17,24,1,1,3,1,1,3,1,1
31428532,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667,156530514,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428532,Deciduous ,BC,17_24_BC_000010.JPG,17_24_BC_000011.JPG,17_24_BC_000012.JPG,17,24,1,1,3,1,1,3,1,1
31428533,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333,155951164,anvon15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,0,0,0,1,0,31428533,Deciduous ,BC,17_24_BC_000013.JPG,17_24_BC_000014.JPG,17_24_BC_000015.JPG,17,24,1,1,3,1,1,3,1,1
31428534,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.25,1,156307404,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,3040CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428534,Deciduous ,BC,17_24_BC_000016.JPG,17_24_BC_000017.JPG,17_24_BC_000018.JPG,17,24,1,1,4,1,1,4,1,1
31428535,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0,0,0,0,1,153840463,NatureUpNorth,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NA,YES,0,0,0,0,0,0,0,1,31428535,Deciduous ,BC,17_24_BC_000019.JPG,17_24_BC_000020.JPG,17_24_BC_000021.JPG,17,24,1,1,6,1,1,6,1,1
31428536,2,2,1,1,NOTHINGHERE,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155219333,not-logged-in-7c1b6498a0e76856e726,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428536,Deciduous ,BC,17_24_BC_000022.JPG,17_24_BC_000023.JPG,17_24_BC_000024.JPG,17,24,1,1,2,1,1,2,1,1
31428537,2,2,1,1,DEERWHITETAILED,2,1,1,1,1,1,0,0,0,0,0,0,0,1,156655149,keandy16,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,0,0,0,0,1,31428537,Deciduous ,BC,17_24_BC_000025.JPG,17_24_BC_000026.JPG,17_24_BC_000027.JPG,17,24,1,1,2,1,1,2,1,1
31428538,5,5,1,1,SQUIRRELGRAY,5,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667,155772592,keandy16,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,0,0,0,0,0,0,0,1,31428538,Deciduous ,BC,17_24_BC_000028.JPG,17_24_BC_000029.JPG,17_24_BC_000030.JPG,17,24,1,1,5,1,1,5,1,1
31428539,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0.75,0,0,0,0,0,0.5,0,156325543,anvon15,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,0,0,0,0,0,0,1,0,31428539,Deciduous ,BC,17_24_BC_000031.JPG,17_24_BC_000032.JPG,17_24_BC_000033.JPG,17,24,1,1,4,1,1,4,1,1
31428540,5,5,1,1,SQUIRRELGRAY,5,1,1,1,1,1,0,0,0,0.2,0,0,0,0.8,156033405,keandy16,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,0,0,0,0,0,0,0,1,31428540,Deciduous ,BC,17_24_BC_000034.JPG,17_24_BC_000035.JPG,17_24_BC_000036.JPG,17,24,1,1,5,1,1,5,1,1
31428541,4,4,1,1,SQUIRRELGRAY,4,1,1,NA,NA,NA,0,0,0,0,0,0,0.666666667,0.333333333,155212949,barthelmess,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,0,0,0,0,0,0,1,0,31428541,Deciduous ,BC,17_24_BC_000037.JPG,17_24_BC_000038.JPG,17_24_BC_000039.JPG,17,24,1,1,4,1,1,4,1,1
31428542,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1,155906270,Donovan.Spaulding,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NO,YES,NO,0,0,0,0,0,0,0,1,31428542,Deciduous ,BC,17_24_BC_000040.JPG,17_24_BC_000041.JPG,17_24_BC_000042.JPG,17,24,1,1,3,1,1,3,1,1
31428543,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0,0,0,1,155866542,BMAC965,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,YES,NO,0,0,0,0,0,0,0,1,31428543,Deciduous ,BC,17_24_BC_000043.JPG,17_24_BC_000044.JPG,17_24_BC_000045.JPG,17,24,1,1,7,1,1,7,1,1
31428544,6,6,1,1,DEERWHITETAILED,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,0.833333333,154313899,keandy16,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428544,Deciduous ,BC,17_24_BC_000046.JPG,17_24_BC_000047.JPG,17_24_BC_000048.JPG,17,24,1,1,6,1,1,6,1,1
31428545,4,4,1,1,NOTHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153665867,barthelmess,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428545,Deciduous ,BC,17_24_BC_000049.JPG,17_24_BC_000050.JPG,17_24_BC_000051.JPG,17,24,1,1,4,1,1,4,1,1
31428546,5,5,1,1,SOMETHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154691858,not-logged-in-42881cd7c1c2c2f4d1fc,123.17,1,T0,NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428546,Deciduous ,BC,17_24_BC_000052.JPG,17_24_BC_000053.JPG,17_24_BC_000054.JPG,17,24,1,1,5,1,1,5,1,1
31428547,3,3,1,2,SQUIRRELGRAY,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1,156204616,Donovan.Spaulding,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,1020CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428547,Deciduous ,BC,17_24_BC_000055.JPG,17_24_BC_000056.JPG,17_24_BC_000057.JPG,17,24,1,1,3,1,1,3,2,1
31428548,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155776327,keandy16,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428548,Deciduous ,BC,17_24_BC_000058.JPG,17_24_BC_000059.JPG,17_24_BC_000060.JPG,17,24,1,1,6,1,1,6,1,1
31428549,5,5,1,1,SQUIRRELGRAY,5,1,1,NA,NA,NA,0,0,0,0,0,0,0.5,0.5,155209896,barthelmess,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,0,0,0,0,0,0,0,1,31428549,Deciduous ,BC,17_24_BC_000061.JPG,17_24_BC_000062.JPG,17_24_BC_000063.JPG,17,24,1,1,5,1,1,5,1,1
31428550,4,4,1,1,SQUIRRELGRAY,4,1,1,1,1,1,0,0,0,0,0,0,0,1,156323957,anvon15,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,0,0,0,0,0,0,0,1,31428550,Deciduous ,BC,17_24_BC_000064.JPG,17_24_BC_000065.JPG,17_24_BC_000066.JPG,17,24,1,1,4,1,1,4,1,1
31428551,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0.666666667,156589787,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,1,0,31428551,Deciduous ,BC,17_24_BC_000067.JPG,17_24_BC_000068.JPG,17_24_BC_000069.JPG,17,24,1,1,3,1,1,3,1,1
31428552,6,6,1,4,SQUIRRELGRAY,3,0.5,0.5,1,1,1,0,0,0,0,0,0,1,0,155976641,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,COYOTE,NA,1,1020CM,NA,NA,NO,0,0,0,0,0,0,1,0,31428552,Deciduous ,BC,17_24_BC_000070.JPG,17_24_BC_000071.JPG,17_24_BC_000072.JPG,17,24,1,1,6,1,1,6,4,1
31428553,7,7,1,1,SQUIRRELGRAY,7,1,1,1,1,1,0.714285714,0,0,0.428571429,0,0,0.285714286,0,155775260,keandy16,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""CLIMBING"", ""FORAGINGEATING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,NA,NO,NA,NO,1,0,0,1,0,0,0,0,31428553,Deciduous ,BC,17_24_BC_000073.JPG,17_24_BC_000074.JPG,17_24_BC_000075.JPG,17,24,1,1,7,1,1,7,1,1
31428554,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333,156533123,kdmccr18,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,0,0,0,1,0,31428554,Deciduous ,BC,17_24_BC_000076.JPG,17_24_BC_000077.JPG,17_24_BC_000078.JPG,17,24,1,1,3,1,1,3,1,1
31428555,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0.25,0,0.5,0.5,156529818,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,010CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428555,Deciduous ,BC,17_24_BC_000079.JPG,17_24_BC_000080.JPG,17_24_BC_000081.JPG,17,24,1,1,4,1,1,4,1,1
31428556,7,7,1,1,DEERWHITETAILED,7,1,1,1,1,1,0,0,0,0,0.142857143,0.142857143,0.857142857,0.142857143,155206105,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,0,0,0,1,0,31428556,Deciduous ,BC,17_24_BC_000082.JPG,17_24_BC_000083.JPG,17_24_BC_000084.JPG,17,24,1,1,7,1,1,7,1,1
31428557,5,6,1,2,DEERWHITETAILED,5,0.833333333,1,1,1,1,0,0,0,0.2,0,0,0,0.8,155212080,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NA,NA,NO,0,0,0,0,0,0,0,1,31428557,Deciduous ,BC,17_24_BC_000085.JPG,17_24_BC_000086.JPG,17_24_BC_000087.JPG,17,24,1,1,5,1,1,6,2,1
31428558,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154689789,not-logged-in-a171f677a40edce0c0ab,123.17,1,T0,NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428558,Deciduous ,BC,17_24_BC_000088.JPG,17_24_BC_000089.JPG,17_24_BC_000090.JPG,17,24,1,1,4,1,1,4,2,1
31428559,2,2,1,1,SQUIRRELGRAY,2,1,1,1,1,1,0,0,0,1,0,0,0,0,156238121,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,1,0,0,0,0,31428559,Deciduous ,BC,17_24_BC_000091.JPG,17_24_BC_000092.JPG,17_24_BC_000093.JPG,17,24,1,1,2,1,1,2,1,1
31428560,3,3,1,2,SQUIRRELGRAY,2,0.666666667,0.666666667,1,1,1,0,0,0,0,0,0,0,1,155210485,barthelmess,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428560,Deciduous ,BC,17_24_BC_000094.JPG,17_24_BC_000095.JPG,17_24_BC_000096.JPG,17,24,1,1,3,1,1,3,2,1
31428561,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0,1,154097179,barthelmess,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428561,Deciduous ,BC,17_24_BC_000097.JPG,17_24_BC_000098.JPG,17_24_BC_000099.JPG,17,24,1,1,3,1,1,3,1,1
31428562,5,5,1,2,SOMETHINGHERE,3,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155212464,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NA,NA,YES,0,0,0,0,0,0,1,0,31428562,Deciduous ,BC,17_24_BC_000100.JPG,17_24_BC_000101.JPG,17_24_BC_000102.JPG,17,24,1,1,5,1,1,5,2,1
31428563,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1,153663734,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,0,0,0,0,1,31428563,Deciduous ,BC,17_24_BC_000103.JPG,17_24_BC_000104.JPG,17_24_BC_000105.JPG,17,24,1,1,4,1,1,4,1,1
31428564,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.25,0,0,0.75,0.25,155206168,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"", ""FORAGINGEATING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,NO,0,0,0,1,0,0,1,0,31428564,Deciduous ,BC,17_24_BC_000106.JPG,17_24_BC_000107.JPG,17_24_BC_000108.JPG,17,24,1,1,4,1,1,4,1,1
31428565,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0.25,0.75,155882436,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,NA,NO,NO,YES,0,0,0,0,0,0,1,0,31428565,Deciduous ,BC,17_24_BC_000109.JPG,17_24_BC_000110.JPG,17_24_BC_000111.JPG,17,24,1,1,4,1,1,4,1,1
