"","X1","classification_id","subject_ids","user_name","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","choice.1","Number","SnowDepth","Young","Antlers","Precipitation","behavior_CLIMBING","behavior_DIGGING","behavior_FLYING","behavior_FORAGINGEATING","behavior_INTERACTING","behavior_OTHER","behavior_SITTINGSTANDINGLYING","behavior_WALKINGRUNNING","subject_ids_1","ForestType","ForestName","Image1","Image2","Image3","Camera","SDCard","PhotoBatch","Class_Round"
"138",148,154690549,31428710,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428710,"Pine","WF","22_18_WF_0022.JPG","22_18_WF_0023.JPG","22_18_WF_0024.JPG",22,18,1,1
"139",149,154690612,31428642,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428642,"Deciduous","DON","21_21_DON__0027.JPG","21_21_DON_0028.JPG","21_21_DON_0029.JPG",21,21,1,1
"140",151,154690680,31429027,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31429027,"Pine","DEG","29_19_DEG_0301.JPG","29_19_DEG_0302.JPG","29_19_DEG_0303.JPG",29,19,1,1
"141",152,154690721,31428635,"MWillis875",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428635,"Pine","WHIP","18_16_WHIP_000046.JPG","18_16_WHIP_000047.JPG","18_16_WHIP_000048.JPG",18,16,1,1
"142",153,154690831,31429137,"not-logged-in-d0b06505b62640b2f255",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,1,0,31429137,"Pine","WHIP","32_17_WHIP_0022.JPG","32_17_WHIP_0023.JPG","32_17_WHIP_0024.JPG",32,17,1,1
"143",154,154690832,31428316,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,2,"1020CM","NO","NO","YES",0,0,0,0,0,0,0,1,31428316,"Deciduous","BC","11_13_BC_000004.JPG","11_13_BC_000005.JPG","11_13_BC_000006.JPG",11,13,1,1
"144",155,154690950,31428719,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""FISHER"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"FISHER",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428719,"Pine","WF","22_18_WF_0052.JPG","22_18_WF_0053.JPG","22_18_WF_0054.JPG",22,18,1,1
"145",156,154691003,31428886,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""CLIMBING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"1020CM","NO",NA,"NO",1,0,0,0,0,0,0,0,31428886,"Deciduous","BC","24_04_BC_0064.JPG","24_04_BC_0065.JPG","24_04_BC_0066.JPG",24,4,1,1
"146",157,154691058,31429042,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429042,"Pine","DEG","29_19_DEG_0346.JPG","29_19_DEG_0347.JPG","29_19_DEG_0348.JPG",29,19,1,1
"147",158,154691106,31428572,"not-logged-in-d0b06505b62640b2f255",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428572,"Deciduous","BC","17_24_BC_000130.JPG","17_24_BC_000131.JPG","17_24_BC_000132.JPG",17,24,1,1
"148",159,154691191,31428373,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""GROUSERUFFED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"GROUSERUFFED",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428373,"Deciduous","BC","11_13_BC_000178.JPG","11_13_BC_000179.JPG","11_13_BC_000180.JPG",11,13,1,1
"149",160,154691232,31428581,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428581,"Deciduous","BC","17_24_BC_000157.JPG","17_24_BC_000158.JPG","17_24_BC_000159.JPG",17,24,1,1
"150",161,154691311,31428431,"HMonnat",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428431,"Deciduous","DON","14_22_DON_000067.JPG","14_22_DON_000068.JPG","14_22_DON_000069.JPG",14,22,1,1
"151",162,154691345,31429061,"not-logged-in-42881cd7c1c2c2f4d1fc",123.17,1,"T0",NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"COYOTE",NA,1,NA,"NO",NA,"NO",0,0,0,0,0,0,0,1,31429061,"Pine","DEG","29_19_DEG_0403.JPG","29_19_DEG_0404.JPG","29_19_DEG_0405.JPG",29,19,1,1
"152",164,154691385,31428476,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","YES","NO",0,0,0,0,0,0,0,1,31428476,"Pine","DEG","15_14_DEG_000079.JPG","15_14_DEG_000080.JPG","15_14_DEG_000081.JPG",15,14,1,1
"153",165,154691520,31428619,"not-logged-in-d0b06505b62640b2f255",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,NA,"NO",NA,"NO",0,0,0,0,0,0,0,1,31428619,"Deciduous","BC","17_24_BC_000271.JPG","17_24_BC_000272.JPG","17_24_BC_000273.JPG",17,24,1,1
"154",166,154691579,31429129,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1""), filters = list()))",1,1,"HUMAN",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429129,"Pine","WHIP","31_06_WHIP_0076.JPG","31_06_WHIP_0077.JPG","31_06_WHIP_0078.JPG",31,6,1,1
"155",167,154691653,31428775,"not-logged-in-a171f677a40edce0c0ab",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO","NO","YES",0,0,0,0,0,0,0,1,31428775,"Pine","WF","22_18_WF_0223.JPG","22_18_WF_0224.JPG","22_18_WF_0225.JPG",22,18,1,1
"156",168,154691659,31428432,"HMonnat",123.17,1,"T0",NA,"list(list(choice = ""RACCOON"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"RACCOON",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428432,"Deciduous","DON","14_22_DON_000070.JPG","14_22_DON_000071.JPG","14_22_DON_000072.JPG",14,22,1,1
"157",169,154691675,31429036,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"2030CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31429036,"Pine","DEG","29_19_DEG_0328.JPG","29_19_DEG_0329.JPG","29_19_DEG_0330.JPG",29,19,1,1
"158",170,154691776,31428486,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428486,"Pine","DEG","15_14_DEG_000109.JPG","15_14_DEG_000110.JPG","15_14_DEG_000111.JPG",15,14,1,1
"159",171,154691813,31428519,"MWillis875",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428519,"Pine","DEG","15_14_DEG_000214.JPG","15_14_DEG_000215.JPG","15_14_DEG_000216.JPG",15,14,1,1
"160",172,154691858,31428546,"not-logged-in-42881cd7c1c2c2f4d1fc",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428546,"Deciduous","BC","17_24_BC_000052.JPG","17_24_BC_000053.JPG","17_24_BC_000054.JPG",17,24,1,1
"161",173,154691894,31428459,"not-logged-in-a171f677a40edce0c0ab",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428459,"Pine","DEG","15_14_DEG_000028.JPG","15_14_DEG_000029.JPG","15_14_DEG_000030.JPG",15,14,1,1
"162",174,154691931,31428838,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"COYOTE",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428838,"Deciduous","SH","23_03_SH_0040.JPG","23_03_SH_0041.JPG","23_03_SH_0042.JPG",23,3,1,1
"163",175,154691981,31429065,"MWillis875",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""35"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,35,"1020CM","NO","NO","NO",0,0,0,1,0,0,0,1,31429065,"Pine","DEG","29_19_DEG_0415.JPG","29_19_DEG_0416.JPG","29_19_DEG_0417.JPG",29,19,1,1
"164",176,154692006,31428590,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,2,NA,"NO","NO","NO",0,0,0,0,0,0,0,1,31428590,"Deciduous","BC","17_24_BC_000184.JPG","17_24_BC_000185.JPG","17_24_BC_000186.JPG",17,24,1,1
"165",177,154692031,31428840,"not-logged-in-d0b06505b62640b2f255",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""YES"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","YES","NO","NO",0,0,0,1,0,0,0,0,31428840,"Deciduous","SH","23_03_SH_0046.JPG","23_03_SH_0047.JPG","23_03_SH_0048.JPG",23,3,1,1
"166",178,154692033,31428491,"HMonnat",123.17,1,"T0",NA,"list(list(choice = ""TURKEY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"TURKEY",NA,1,"1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31428491,"Pine","DEG","15_14_DEG_000127.JPG","15_14_DEG_000128.JPG","15_14_DEG_000129.JPG",15,14,1,1
"167",179,154692080,31429109,"MWillis875",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429109,"Pine","WHIP","31_06_WHIP_0013.JPG","31_06_WHIP_0014.JPG","31_06_WHIP_0015.JPG",31,6,1,1
"168",180,154692088,31429170,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429170,"Pine","WF","33_01_WF_0049.JPG","33_01_WF_0050.JPG","33_01_WF_0051.JPG",33,1,1,1
"169",181,154692127,31428880,"not-logged-in-a171f677a40edce0c0ab",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428880,"Deciduous","BC","24_04_BC_0046.JPG","24_04_BC_0047.JPG","24_04_BC_0048.JPG",24,4,1,1
"170",182,154692182,31428813,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,NA,"NO","YES","NO",0,0,0,0,0,0,0,1,31428813,"Pine","WF","22_18_WF_0340.JPG","22_18_WF_0341.JPG","22_18_WF_0342.JPG",22,18,1,1
"171",183,154692193,31428291,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428291,"Pine","WF","04_26_WF_000001.JPG","04_26_WF_000002.JPG","04_26_WF_000003.JPG",4,26,1,1
"172",184,154692244,31428449,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"HUMAN",NA,1,"1020CM",NA,NA,"NO",0,0,0,0,0,0,0,1,31428449,"Deciduous","DON","14_22_DON_000121.JPG","14_22_DON_000122.JPG","14_22_DON_000123.JPG",14,22,1,1
"173",185,154692275,31428506,"not-logged-in-d0b06505b62640b2f255",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,2,NA,"NO","NO","NO",0,0,0,0,0,0,1,1,31428506,"Pine","DEG","15_14_DEG_000175.JPG","15_14_DEG_000176.JPG","15_14_DEG_000177.JPG",15,14,1,1
"174",186,154692277,31429209,"MWillis875",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""4050CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"4050CM","NO","NO","NO",0,0,0,1,0,0,0,1,31429209,"Pine","WF","33_01_WF_0175.JPG","33_01_WF_0176.JPG","33_01_WF_0177.JPG",33,1,1,1
"175",188,154692318,31429031,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM",NA,"NO","NO",0,0,0,0,0,0,0,1,31429031,"Pine","DEG","29_19_DEG_0313.JPG","29_19_DEG_0314.JPG","29_19_DEG_0315.JPG",29,19,1,1
"176",189,154692323,31428965,"not-logged-in-a171f677a40edce0c0ab",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","NO",0,0,0,0,0,0,0,1,31428965,"Pine","DEG","29_19_DEG_0103.JPG","29_19_DEG_0104.JPG","29_19_DEG_0105.JPG",29,19,1,1
"177",190,154692340,31429138,"abuckley2681",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,1,"010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,31429138,"Pine","WHIP","32_17_WHIP_0025.JPG","32_17_WHIP_0026.JPG","32_17_WHIP_0027.JPG",32,17,1,1
"178",191,154692359,31429107,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31429107,"Pine","WHIP","31_06_WHIP_0007.JPG","31_06_WHIP_0008.JPG","31_06_WHIP_0009.JPG",31,6,1,1
"179",192,154692435,31428902,"not-logged-in-d0b06505b62640b2f255",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""YES"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","YES","NO","NO",0,0,0,1,0,0,0,0,31428902,"Deciduous","SH","25_09_SH_0024.JPG","25_09_SH_0025.JPG","25_09_SH_0026.JPG",25,9,1,1
"180",193,154692488,31428979,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""YES"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","YES","NO","NO",0,0,0,1,0,0,0,1,31428979,"Pine","DEG","29_19_DEG_0151.JPG","29_19_DEG_0152.JPG","29_19_DEG_0153.JPG",29,19,1,1
"181",194,154692546,31429155,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""OTHER"")), filters = list()))",1,1,"HUMAN",NA,1,NA,NA,NA,"NO",0,0,0,0,0,1,0,0,31429155,"Pine","WF","33_01_WF_0001.JPG","33_01_WF_0002.JPG","33_01_WF_0003.JPG",33,1,1,1
"182",195,154692585,31428594,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428594,"Deciduous","BC","17_24_BC_000196.JPG","17_24_BC_000197.JPG","17_24_BC_000198.JPG",17,24,1,1
"183",196,154692593,31428705,"HMonnat",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428705,"Pine","WF","22_18_WF_0007.JPG","22_18_WF_0008.JPG","22_18_WF_0009.JPG",22,18,1,1
"184",198,154692629,31429153,"not-logged-in-42881cd7c1c2c2f4d1fc",123.17,1,"T0",NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"COYOTE",NA,1,"3040CM","NO",NA,"NO",0,0,0,0,0,0,1,0,31429153,"Pine","WHIP","32_17_WHIP_0070.JPG","32_17_WHIP_0071.JPG","32_17_WHIP_0072.JPG",32,17,1,1
"185",199,154692661,31429125,"Hartk",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"HUMAN",NA,1,"3040CM",NA,NA,"NO",0,0,0,0,0,0,1,0,31429125,"Pine","WHIP","31_06_WHIP_0061.JPG","31_06_WHIP_0062.JPG","31_06_WHIP_0063.JPG",31,6,1,1
"186",201,154692766,31428713,"MWillis875",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"", ""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"3040CM","NO","NO","NO",0,0,0,1,0,0,0,1,31428713,"Pine","WF","22_18_WF_0031.JPG","22_18_WF_0032.JPG",NA,22,18,1,1
"187",202,154692791,31428942,"not-logged-in-a171f677a40edce0c0ab",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,1,"010CM","NO","NO","YES",0,0,0,0,0,0,0,1,31428942,"Pine","DEG","29_19_DEG_0028.JPG","29_19_DEG_0029.JPG","29_19_DEG_0030.JPG",29,19,1,1
